,rc_th,rc_r ,rc_p ,rc_y ,sen_r,sen_p,sen_y,cam_x,cam_y,cam_z,fake_x,fake_y,time
14,1900,1500,1500,1500,-3.0,1.0,259.0,-0.029710994658299194,-0.006109636898789101,0.46299018239914946,0.011666510703234219,0.02799934632508141,1675275748.5564134
15,1900,1500,1500,1500,-2.0,1.0,258.0,-0.02905347172006598,-0.007419873840149056,0.46290820284149126,0.013298288223934213,0.026875905140210155,1675275748.5564134
16,1900,1500,1500,1500,-2.0,2.0,258.0,-0.028396255418401236,-0.008729918645311145,0.4628279576299595,0.014443062454445182,0.02596067696108537,1675275748.5564134
17,1900,1500,1500,1500,-2.0,2.0,258.0,-0.02760870910634049,-0.010150024278740092,0.4618603956783985,0.015668395287234432,0.024895083862090356,1675275748.5564134
18,1900,1500,1500,1500,-1.0,3.0,258.0,-0.026955099719818024,-0.01145770994306634,0.46181884532836504,0.016811611849622897,0.023983874271318095,1675275748.5564134
19,1900,1500,1500,1500,-2.0,2.0,258.0,-0.026216621310759806,-0.0130086364540439,0.4609292388951894,0.018175108600590347,0.022939077634072647,1675275748.5564134
20,1900,1500,1500,1500,-2.0,2.0,258.0,-0.025403435477761437,-0.014338132792797722,0.4615278172203917,0.019306481413039037,0.02186724403084824,1675275748.5564134
21,1900,1500,1500,1500,-2.0,3.0,258.0,-0.024173810416124465,-0.01600505050661247,0.45618754927634275,0.02068131954979078,0.020317917546672584,1675275748.5564134
22,1900,1500,1500,1500,-2.0,3.0,258.0,-0.023359049480341523,-0.017545897487632477,0.46150368585356794,0.022019097003602533,0.019200600991049557,1675275748.5564134
23,1900,1500,1500,1500,-2.0,3.0,257.0,-0.022136173857974988,-0.019543938934856803,0.46060471639531725,0.024022584694605685,0.01717239548666416,1675275748.5564134
24,1900,1500,1500,1500,-2.0,3.0,257.0,-0.021070703358233783,-0.021322527863948282,0.4611728168186924,0.02551590979238178,0.01573413747196111,1675275748.5564134
25,1900,1500,1500,1500,-1.0,3.0,257.0,-0.019764744919493604,-0.023281741270156153,0.4610857685441138,0.02713113195819277,0.014020923541987921,1675275748.5564134
26,1900,1500,1500,1500,-1.0,3.0,257.0,-0.01890693671370094,-0.024994852046187552,0.46282353482557287,0.028607370955700893,0.01279973482966032,1675275748.5564134
27,1900,1500,1500,1500,-1.0,3.0,257.0,-0.01640822493035774,-0.026358775104052573,0.44865140646600415,0.02937424890379042,0.01005824893753393,1675275748.5564134
28,1900,1500,1500,1500,-1.0,3.0,257.0,-0.01554697160492253,-0.02857201448008844,0.45428116010115105,0.03133702325438991,0.008721198947878497,1675275748.5564134
29,1900,1500,1500,1500,-1.0,3.0,257.0,-0.014161295295632318,-0.030576402543377755,0.4553422742025211,0.032978329634717723,0.006920148224472837,1675275748.5564134
30,1900,1500,1500,1500,-1.0,3.0,257.0,-0.012172657002253623,-0.033213186750697093,0.4597843845793642,0.035100186952824027,0.004389331214205302,1675275748.5564134
31,1900,1500,1500,1500,-1.0,3.0,257.0,-0.009970093256914383,-0.03562253160472673,0.4558334198877539,0.03695231141756123,0.0017012343697735618,1675275748.5564134
32,1900,1500,1500,1500,-1.0,3.0,257.0,-0.008458908723454553,-0.03774417666524958,0.45852832529040677,0.038679636298524216,-0.000248484895304206,1675275748.5564134
33,1900,1500,1500,1500,-1.0,3.0,257.0,-0.006164455393768326,-0.040517581526676956,0.46080145216221774,0.040865819277373185,-0.003108011882497763,1675275748.5564134
34,1900,1500,1500,1500,-1.0,3.0,257.0,-0.004167128340478793,-0.042957421758041375,0.4609110163980675,0.04279382573516635,-0.005602992205284794,1675275748.5564134
35,1900,1500,1500,1500,0.0,2.0,257.0,-0.0019036118082652006,-0.046682697749795714,0.4725878904060647,0.04591444271414869,-0.00864649971748723,1675275748.5564134
36,1900,1500,1500,1500,0.0,2.0,257.0,0.000454775093879063,-0.04784904705063942,0.4580655528442559,0.04652037693778587,-0.011206812821076209,1675275748.5564134
37,1900,1500,1500,1500,0.0,1.0,256.0,0.0032945203013024305,-0.05129045126764984,0.45789563564443,0.04896988906738524,-0.01560494216531549,1675275748.5564134
38,1900,1500,1500,1500,0.0,1.0,256.0,0.005780766335159433,-0.056428115957001014,0.4816595477927074,0.05335346580506393,-0.0192602496470409,1675275748.5564134
39,1900,1500,1500,1500,0.0,1.0,256.0,0.00828523342714238,-0.059972436389985846,0.48306644934265286,0.0561866193473823,-0.02254777208075115,1675275748.5564134
40,1900,1500,1500,1500,0.0,1.0,256.0,0.010891697071930339,-0.06072630697228425,0.4659493812180605,0.05628753612579292,-0.02525919041628912,1675275748.5564134
41,1900,1500,1500,1500,0.0,2.0,256.0,0.014038119438389346,-0.06598709579524561,0.48176163473943723,0.0606308685743019,-0.029584850595923858,1675275748.5564134
42,1900,1500,1500,1500,0.0,2.0,256.0,0.01678313625283875,-0.06950949775779126,0.4878170509064172,0.06338456047358157,-0.0331004748393829,1675275748.5564134
43,1900,1500,1500,1500,1.0,2.0,256.0,0.019098233861197345,-0.06908957363840497,0.46091024164850236,0.062417037093268464,-0.035245215315715075,1675275748.5564134
44,1900,1500,1500,1500,1.0,2.0,257.0,0.022773207884710253,-0.07340479246704143,0.471651940473721,0.0664005752672003,-0.038702017501346345,1675275748.5564134
45,1900,1500,1500,1500,1.0,2.0,257.0,0.02551044774518672,-0.07618653365245694,0.46814490525763697,0.06849527561364313,-0.041994857694102494,1675275748.5564134
46,1900,1500,1500,1500,1.0,2.0,257.0,0.028081262930508312,-0.07828890617303491,0.466024445504556,0.06996545687626007,-0.04497271396790275,1675275748.5564134
47,1900,1500,1500,1500,0.0,2.0,257.0,0.03279009554734605,-0.08517933069050877,0.4881216402970322,0.07562002339786242,-0.05111086776991633,1675275748.5564134
48,1900,1500,1500,1500,0.0,2.0,257.0,0.034536948380292545,-0.08408154483647022,0.46555530441306625,0.07415741733758768,-0.05256600079261492,1675275748.5564134
49,1900,1500,1500,1500,0.0,2.0,257.0,0.03971345071972687,-0.09196654657450076,0.4947769700045353,0.08067586733283497,-0.05938356916692365,1675275748.5564134
50,1900,1500,1500,1500,0.0,3.0,257.0,0.0425397577952941,-0.093167488888532,0.48908847445562986,0.08121024881661253,-0.062407591414994544,1675275748.5564134
51,1900,1500,1500,1500,1.0,4.0,257.0,0.04181933243593746,-0.08777447057342012,0.44850412123717703,0.07611751365569235,-0.0604924653548451,1675275748.5564134
52,1900,1500,1500,1500,1.0,4.0,257.0,0.048889122517454,-0.0976470240726471,0.4863255905776026,0.0841466775155029,-0.06960189849330771,1675275748.5564134
53,1900,1500,1500,1500,1.0,5.0,257.0,0.047663723678397114,-0.09244222788438056,0.45117996551082873,0.07935093467718526,-0.06723708215691261,1675275748.5564134
54,1900,1500,1500,1500,1.0,5.0,257.0,0.052219624702495054,-0.09616242149388464,0.45916407046847724,0.08195092522663425,-0.0725130772077393,1675275748.5564134
55,1900,1500,1500,1500,1.0,4.0,257.0,0.055037288166345344,-0.09745369625757369,0.4572387280123553,0.08257526833480618,-0.07554899775909357,1675275748.5564134
56,1900,1500,1500,1500,1.0,3.0,257.0,0.058436359950609626,-0.09958269320106992,0.4569434027357666,0.08388507444290744,-0.07933987166087117,1675275748.5564134
57,1900,1500,1500,1500,1.0,2.0,257.0,0.06130922148065546,-0.10010060133695248,0.45252135248128805,0.08374345539665239,-0.08225560591724097,1675275748.5564134
58,1900,1500,1500,1500,1.0,2.0,257.0,0.0685433205775437,-0.10732820016560972,0.4756420233401966,0.08915849311649982,-0.0909301514998197,1675275748.5564134
59,1900,1500,1500,1500,2.0,2.0,256.0,0.07407159363968742,-0.1115959913493139,0.4864936864971057,0.09036157313237088,-0.09886886451559113,1675275748.5564134
60,1900,1500,1500,1500,2.0,2.0,256.0,0.07232251450338545,-0.10594649254015624,0.45446758383292013,0.08530302912245188,-0.09580500304361933,1675275748.5564134
61,1900,1500,1500,1500,2.0,2.0,257.0,0.0745141744978926,-0.10508326894715762,0.44601993465041023,0.08562794945502256,-0.096242973176493,1675275748.5564134
62,1900,1500,1500,1500,2.0,2.0,257.0,0.0848868179800917,-0.11556349350583592,0.482995865576055,0.09350622944957204,-0.10870730404247263,1675275748.5564134
63,1900,1500,1500,1500,2.0,1.0,257.0,0.08915470051383041,-0.11783675551648759,0.48685031518924005,0.09476116322638423,-0.11337717370946335,1675275748.5564134
64,1900,1500,1500,1500,2.0,1.0,257.0,0.08834080568393524,-0.11345831386889482,0.46480080163845566,0.09067802725467083,-0.11159920388632093,1675275748.5564134
65,1900,1500,1500,1500,1.0,1.0,257.0,0.09703975070318463,-0.12066708489634509,0.4878338989029475,0.09574520109395002,-0.1216968161514386,1675275748.5564134
66,1900,1500,1500,1500,1.0,1.0,257.0,0.10103713732229587,-0.12201025782335292,0.48912869208371557,0.09615473225126728,-0.1258938981765702,1675275748.5564134
67,1900,1500,1500,1500,1.0,1.0,258.0,0.10412172561264545,-0.12257388377536581,0.4866001645519513,0.09824722630451044,-0.12733095951810866,1675275748.5564134
68,1900,1500,1500,1500,1.0,1.0,258.0,0.10713484386971031,-0.12296240464764623,0.48322330928762336,0.09800079455210632,-0.1303590119434577,1675275748.5564134
69,1900,1500,1500,1500,0.0,1.0,258.0,0.11101522829230309,-0.1247068542640244,0.4846508303444169,0.09890034647264348,-0.13451729212562924,1675275748.5564134
70,1900,1500,1500,1500,0.0,1.0,258.0,0.1146578755899371,-0.12578247928577976,0.4841512711866972,0.09919511754825891,-0.13830397385708848,1675275748.5564134
71,1900,1500,1500,1500,0.0,1.0,259.0,0.11910805132663865,-0.1280562300469705,0.4885924845037996,0.10297658880903995,-0.14135398155667822,1675275748.5564134
72,1900,1500,1500,1500,0.0,1.0,259.0,0.12204668314827684,-0.12846910379730672,0.4841950268178402,0.10282115952003364,-0.14431740246046157,1675275748.5564134
73,1900,1500,1500,1500,0.0,1.0,259.0,0.12582812064238474,-0.1298912499815119,0.4841361265742817,0.10349564458395588,-0.14830072258187288,1675275748.5564134
74,1900,1500,1500,1500,0.0,1.0,259.0,0.13039253920103144,-0.13244427958116078,0.48823359156814394,0.1051308357194643,-0.1532684209287491,1675275748.5564134
75,1900,1500,1500,1500,0.0,1.0,259.0,0.13372197005427633,-0.13392037108453125,0.4868614035301082,0.10594452190814556,-0.1568183322965456,1675275748.5564134
76,1900,1500,1500,1500,0.0,1.0,259.0,0.13822290711153234,-0.1363322016598013,0.4895321002328398,0.10745322108455277,-0.1616967734320207,1675275748.5564134
77,1900,1500,1500,1500,0.0,1.0,259.0,0.14218377025151605,-0.13813655833115712,0.4893076734931267,0.10846865832522651,-0.165929151843907,1675275748.5564134
78,1900,1500,1500,1500,0.0,0.0,259.0,0.13713148099327974,-0.13094963766799134,0.4619648749118851,0.10237780387469703,-0.15959835825779198,1675275748.5564134
79,1900,1500,1500,1500,1.0,0.0,258.0,0.1358788047430663,-0.12709523812041237,0.45711761338375456,0.09606711019174591,-0.15933411270250827,1675275748.5564134
80,1900,1500,1500,1500,1.0,0.0,258.0,0.1375678758588383,-0.12567172254609948,0.4611346914863308,0.09432352421653296,-0.16069030803190865,1675275748.5564134
81,1900,1500,1500,1500,0.0,0.0,257.0,0.13972716210293779,-0.12516354539610366,0.46898355964916794,0.09052383940081922,-0.16430163549276633,1675275748.5564134
82,1900,1500,1500,1500,0.0,0.0,257.0,0.1387745259800001,-0.12174181169847487,0.46441683980172443,0.08740410101644372,-0.1626036927689772,1675275748.5564134
83,1900,1500,1500,1500,0.0,0.0,258.0,0.13784789399389535,-0.11821708602574028,0.459018603398303,0.08697357034588166,-0.15941430101549692,1675275748.5564134
84,1900,1500,1500,1500,0.0,0.0,258.0,0.141712077897329,-0.1193829742185895,0.47177355193215526,0.08731057207544732,-0.1634364450149145,1675275748.5564134
85,1900,1500,1500,1500,0.0,0.0,258.0,0.13608415139662974,-0.11176832024948283,0.4506684876397336,0.08103242827970596,-0.15634832662944018,1675275748.5564134
86,1900,1500,1500,1500,0.0,0.0,259.0,0.14098799481475394,-0.11284466937448244,0.4654155570185191,0.08386961731439938,-0.15992942624688408,1675275748.5564134
87,1900,1500,1500,1500,0.0,0.0,259.0,0.14077801019797967,-0.11041271449966766,0.4637150644421792,0.08152241125413437,-0.15925926077248811,1675275748.5564134
88,1900,1500,1500,1500,0.0,0.0,259.0,0.13924076410288908,-0.10705883929044314,0.45783916000466673,0.0785234765619191,-0.15711030865860798,1675275748.5564134
89,1900,1500,1500,1500,0.0,0.0,259.0,0.14237708951702965,-0.10694410339642295,0.4660590492788197,0.07781240958798563,-0.16016711830059452,1675275748.5564134
90,1900,1500,1500,1500,0.0,0.0,259.0,0.13495438039064747,-0.09993355195040643,0.4404199052371244,0.07234698138899479,-0.1515431089688627,1675275748.5564134
91,1900,1500,1500,1500,0.0,0.0,259.0,0.14307067018738998,-0.10299707117319747,0.4664137369058065,0.07380555403279958,-0.16009482668730154,1675275748.5564134
92,1900,1500,1500,1500,0.0,0.0,259.0,0.14272973582642243,-0.1007172360376528,0.4623408846111644,0.07163265923287541,-0.159325143198967,1675275748.5564134
93,1900,1500,1500,1500,0.0,0.0,259.0,0.14312422356059404,-0.09900236291814449,0.46249071546835324,0.0698740213543567,-0.15938516986523493,1675275748.5564134
94,1900,1500,1500,1500,0.0,0.0,259.0,0.14519945427734218,-0.09786522095543464,0.4651887852763893,0.06836179920408442,-0.1612052958332153,1675275748.5564134
95,1900,1500,1500,1500,0.0,0.0,258.0,0.14451907847545248,-0.09524412507222778,0.4602526491005974,0.06311560646213427,-0.16116335695524947,1675275748.5564134
96,1900,1500,1500,1500,0.0,1.0,258.0,0.14470700966656053,-0.09286337511980039,0.4559134662489871,0.06074780851651962,-0.16085219565091136,1675275748.5564134
97,1900,1500,1500,1500,0.0,1.0,258.0,0.14715199410800556,-0.09228780943242516,0.4585395271691546,0.05967647947110488,-0.16312408448090343,1675275748.5564134
98,1900,1500,1500,1500,0.0,1.0,258.0,0.15000577124293224,-0.09111430177754032,0.46081770243437603,0.05793528214469685,-0.1656715137777463,1675275748.5564134
99,1900,1500,1500,1500,0.0,1.0,258.0,0.15365124138474273,-0.09067603645534171,0.4667414363749705,0.056748658110293976,-0.16914620116633983,1675275748.5564134
100,1900,1500,1500,1500,0.0,1.0,258.0,0.15073974664739717,-0.08656383712148448,0.4512481102722685,0.0533316539917909,-0.16544335525797427,1675275748.5564134
101,1900,1500,1500,1500,0.0,0.0,257.0,0.15326790384418768,-0.08577488310255267,0.45378292866270126,0.049098701838756045,-0.16863480778829934,1675275748.5564134
102,1900,1500,1500,1500,0.0,0.0,257.0,0.15824999122007374,-0.08599809329364888,0.461490474852801,0.048195465359076345,-0.17353941595533456,1675275748.5564134
103,1900,1500,1500,1500,0.0,0.0,257.0,0.15803299103895305,-0.0836840968298182,0.4531614452058585,0.045989590894236744,-0.1728074415305109,1675275748.5564134
104,1900,1500,1500,1500,0.0,0.0,257.0,0.16393354521980144,-0.08474393219676296,0.46398419364270926,0.045694926865193455,-0.17879517597319808,1675275748.5564134
105,1900,1500,1500,1500,0.0,0.0,257.0,0.16777493364168916,-0.08446155638801295,0.46699883339545234,0.04455566395447997,-0.18247458912279854,1675275748.5564134
106,1900,1500,1500,1500,0.0,0.0,257.0,0.16558380085155813,-0.08191378515918074,0.4558664956693356,0.04256608956853215,-0.17976649109997273,1675275748.5564134
107,1900,1500,1500,1500,0.0,0.0,257.0,0.16999125579980154,-0.08256004581592946,0.46147161500171663,0.04220432496893611,-0.18420636027954726,1675275748.5564134
108,1900,1500,1500,1500,0.0,0.0,258.0,0.17112579664126218,-0.0819812508202328,0.45883205557752965,0.04461071007274611,-0.18443114788170117,1675275748.5564134
109,1900,1500,1500,1500,0.0,0.0,258.0,0.17350424376846657,-0.08214107941655698,0.4600596251692574,0.04427253906703154,-0.18679085046635116,1675275748.5564134
110,1900,1500,1500,1500,0.0,0.0,258.0,-1.0,-1.0,-1.0,1.1860592915515653,0.7702359099160458,1675275748.5564134
111,1900,1500,1500,1500,0.0,0.0,258.0,0.17099132538924613,-0.07918417499663949,0.44245567757968407,0.04190271521220081,-0.18371807038534527,1675275748.5564134
112,1900,1500,1500,1500,0.0,0.0,258.0,0.17100785344170708,-0.07888712345425312,0.43731383741165997,0.041608718583388236,-0.18367247677176715,1675275748.5564134
113,1900,1500,1500,1500,0.0,0.0,259.0,0.17594738636802226,-0.08080826734684296,0.44343217935989304,0.04575124784295622,-0.18813368162598992,1675275748.5564134
114,1900,1500,1500,1500,0.0,0.0,259.0,0.16842679632961904,-0.0775354120012056,0.4195095955150234,0.043973520298053154,-0.1801267757682138,1675275748.5564134
115,1900,1500,1500,1500,0.0,0.0,259.0,0.16237577477004203,-0.07489592956876231,0.3981831271565027,0.04253712193691897,-0.17368329152645656,1675275748.5564134
116,1900,1500,1500,1500,0.0,0.0,259.0,0.1620041820118587,-0.07510100405403669,0.3906427246712362,0.04280933186717399,-0.1733576560303641,1675275748.5564134
117,1900,1500,1500,1500,0.0,0.0,260.0,0.1536164056169791,-0.07171469003726365,0.36478661531875517,0.043949973858432176,-0.1637357524783887,1675275748.5564134
118,1900,1500,1500,1500,0.0,-1.0,263.0,0.1539365109389027,-0.07332972714371817,0.3651629833573719,0.05402299696320234,-0.1617257372285837,1675275748.5564134
119,1900,1500,1500,1500,0.0,-1.0,265.0,0.14783589707624578,-0.07206863454883229,0.34808402125369786,0.05890964422181176,-0.15355453222790605,1675275748.5564134
120,1900,1500,1500,1500,-2.0,-1.0,266.0,0.1571908719874449,-0.0787592638689883,0.3707565090284784,0.06760232932602178,-0.1623019314458528,1675275748.5564134
121,1823,1500,1500,1500,-2.0,-1.0,266.0,0.15256611420745886,-0.07860314747912976,0.35898232073916325,0.0677692000224951,-0.1576775492145291,1675275748.5564134
122,1821,1500,1500,1500,-3.0,-2.0,265.0,0.15183197420827382,-0.080810575854007,0.35888029969535024,0.0672700387305372,-0.158297313467507,1675275748.5564134
123,1900,1500,1500,1500,-2.0,-2.0,265.0,0.16006726617748895,-0.0884827109571785,0.38337806240437916,0.07419522605503945,-0.16716993829785393,1675275748.5564134
124,1900,1500,1500,1500,0.0,-2.0,268.0,0.15005760049906833,-0.08453658796151979,0.36331311529838156,0.07924815582243339,-0.15291647383606868,1675275748.5564134
125,1900,1500,1500,1500,2.0,-1.0,271.0,0.15755350267287588,-0.08918834201059798,0.39276289259832275,0.09192444595838095,-0.1559729553170549,1675275748.5564134
126,1900,1500,1500,1500,3.0,1.0,274.0,0.16266475700803756,-0.09317422410634835,0.41522530720476386,0.10429417623067111,-0.15576900851796435,1675275748.5564134
127,1900,1500,1500,1500,1.0,0.0,275.0,0.165848486618664,-0.09655594614752815,0.4346593339530275,0.1106431696562243,-0.1568019778528622,1675275748.5564134
128,1900,1500,1500,1500,0.0,-1.0,275.0,0.16471642122723654,-0.09840984042054432,0.4396475919567318,0.11239134330179688,-0.15551264277968865,1675275748.5564134
129,1900,1500,1500,1500,-1.0,-1.0,275.0,0.1639949416853314,-0.0994611972018518,0.4419739102186228,0.11337581826778623,-0.15470227690409347,1675275748.5564134
130,1900,1500,1500,1500,-2.0,0.0,274.0,0.16755692441487666,-0.10380377153115614,0.4573800779977486,0.11523909095945828,-0.15990777910502932,1675275748.5564134
131,1900,1500,1500,1500,-1.0,0.0,273.0,0.1661646170279059,-0.10512878617287387,0.4610079724409682,0.11368109495102813,-0.16043487864223227,1675275748.5564134
132,1900,1500,1500,1500,0.0,0.0,273.0,0.16285138730404877,-0.10450187684060402,0.45646535128462,0.11288164373035958,-0.15715899948394377,1675275748.5564134
133,1900,1500,1500,1500,0.0,0.0,274.0,0.16528728230359563,-0.1073683205650528,0.46725797266503605,0.11863663470071784,-0.15739501535676692,1675275748.5564134
134,1900,1500,1500,1500,0.0,0.0,275.0,0.16451900157857866,-0.1074152492506804,0.46603380159566854,0.12134527757641528,-0.1545311012770597,1675275748.5564134
135,1900,1500,1500,1500,0.0,-1.0,275.0,0.1638185317878144,-0.10709780122583708,0.4640328005093536,0.12096798757226031,-0.1538609644037159,1675275748.5564134
136,1900,1500,1500,1500,0.0,-1.0,275.0,0.16215162276336914,-0.1061176264588778,0.46034135825327116,0.11984626197209387,-0.15228582633119914,1675275748.5564134
137,1900,1500,1500,1500,0.0,-1.0,275.0,0.16205493214521038,-0.10557411483443296,0.46024604357098736,0.11929639143082833,-0.15223687380935463,1675275748.5564134
138,1900,1500,1500,1500,0.0,-1.0,274.0,0.1614323848467787,-0.10488967531726592,0.4580490266757647,0.11589512325494555,-0.15372240978855656,1675275748.5564134
139,1900,1500,1500,1500,0.0,-1.0,274.0,0.16506615332882407,-0.10712036569710051,0.46838543684603245,0.118373858660839,-0.15719172149830002,1675275748.5564134
140,1900,1500,1500,1500,0.0,-1.0,273.0,0.1645429535310877,-0.10668890491368732,0.46645315181758706,0.1151542042935183,-0.15873378727272322,1675275748.5564134
141,1900,1500,1500,1500,0.0,-1.0,272.0,0.16538163061809683,-0.10676052756233287,0.46872661596079923,0.11246722760592537,-0.16155499591756747,1675275748.5564134
142,1900,1500,1500,1500,0.0,-1.0,271.0,0.16506681349218477,-0.1062880746527903,0.4670053278850323,0.10915269958257566,-0.16318669033869404,1675275748.5564134
143,1900,1500,1500,1500,0.0,-1.0,270.0,0.16436265801852362,-0.10572352704100138,0.4643609654248575,0.10572352704100135,-0.16436265801852365,1675275748.5564134
144,1900,1500,1500,1500,0.0,-1.0,269.0,0.16253970938468887,-0.10436802163740683,0.4591765570624239,0.10151541681181406,-0.16433642693234204,1675275748.5564134
145,1900,1500,1500,1500,0.0,-1.0,268.0,0.16378526888059883,-0.10483832198026145,0.4619236678079043,0.09905843385593108,-0.16734429999237246,1675275748.5564134
146,1900,1500,1500,1500,0.0,-1.0,267.0,0.1584095774936981,-0.10176936762360647,0.44641945662942706,0.09333937952605584,-0.16351867984402152,1675275748.5564134
147,1900,1500,1500,1500,0.0,0.0,265.0,0.16444867826817905,-0.1047485726464191,0.462230678434999,0.09001732600470692,-0.1729523410497109,1675275748.5564134
148,1900,1500,1500,1500,-1.0,0.0,264.0,0.16450119613621136,-0.10442821120510122,0.4613820701933495,0.08666108529980662,-0.17451576181079217,1675275748.5564134
149,1900,1500,1500,1500,-1.0,0.0,263.0,0.16750170951103863,-0.10624119797914335,0.4694133006117714,0.08503596884261255,-0.17920072220881847,1675275748.5564134
150,1900,1500,1500,1500,-1.0,0.0,261.0,0.16627051165576537,-0.10561867878365411,0.46584570716563417,0.07830789904084304,-0.18074584726096432,1675275748.5564134
151,1900,1500,1500,1500,-1.0,0.0,261.0,0.1654479727590918,-0.10488266052710582,0.4624567112439579,0.07770961582266105,-0.17981829656081086,1675275748.5564134
152,1900,1500,1500,1500,-1.0,0.0,260.0,0.1656771057060383,-0.10476886065512855,0.46424936686172874,0.07440765876044134,-0.18135301992493327,1675275748.5564134
153,1900,1500,1500,1500,-1.0,0.0,259.0,0.16524069207563075,-0.10443361098765314,0.46400868791626887,0.0709854609608029,-0.18213162754924309,1675275748.5564134
154,1900,1500,1500,1500,0.0,1.0,258.0,-1.0,-1.0,-1.0,1.1860592915515653,0.7702359099160458,1675275748.5564134
155,1900,1500,1500,1500,0.0,2.0,257.0,0.1670106641426701,-0.10567840747845654,0.47060176977171647,0.06540065175562136,-0.18650266082417802,1675275748.5564134
156,1900,1500,1500,1500,0.0,3.0,256.0,0.16617461155020244,-0.10444969695542006,0.46511799878344307,0.06114581753990362,-0.18650718408500133,1675275748.5564134
157,1900,1500,1500,1500,0.0,3.0,255.0,0.1667569199778243,-0.10464818445481454,0.4642138746592958,0.057922517246269636,-0.18815975889130754,1675275748.5564134
158,1900,1500,1500,1500,1.0,4.0,255.0,0.1654003286240275,-0.10339872334370494,0.4558344984009349,0.05706674216888905,-0.18652600793528462,1675275748.5564134
159,1900,1500,1500,1500,1.0,4.0,254.0,0.16204780762721177,-0.10031468263155868,0.44005138354878676,0.05176223274361998,-0.18342082425300432,1675275748.5564134
160,1900,1500,1500,1500,1.0,3.0,253.0,0.1684310073365597,-0.10314553785968691,0.4499322164571315,0.04939410766842612,-0.1912282101061772,1675275748.5564134
161,1900,1500,1500,1500,1.0,3.0,253.0,0.16591472157678375,-0.10001396680817777,0.4331787113278689,0.047135062135387006,-0.18790629129995132,1675275748.5564134
162,1900,1500,1500,1500,2.0,3.0,252.0,0.16012502141656254,-0.09451774193561979,0.4089033228928272,0.040410361531004635,-0.181495533568175,1675275748.5564134
163,1900,1500,1500,1500,2.0,3.0,251.0,0.1561135212690551,-0.08983454200033296,0.38887779492148733,0.03411463718639749,-0.17685550030766295,1675275748.5564134
164,1844,1500,1500,1500,3.0,2.0,251.0,0.14762448408662363,-0.08251351573743924,0.35968776846907224,0.029956231030983424,-0.16644546495357804,1675275748.5564134
165,1844,1500,1500,1500,3.0,1.0,250.0,0.1382610377663723,-0.07507192736159901,0.32980615610512626,0.023256476216659994,-0.15559898828721008,1675275748.5564134
166,1844,1500,1500,1500,4.0,-1.0,249.0,0.13923461901736356,-0.07293074463291357,0.3280401110131291,0.01818949075618024,-0.15612275641831483,1675275748.5564134
167,1844,1500,1500,1500,5.0,-2.0,250.0,0.1406730622847484,-0.0716164852584783,0.33156456985954774,0.019184461799324502,-0.1566837191249199,1675275748.5564134
